zipcode,sex,age,street_name,unit,marital_status,education_level,bachelors_field,ethnic_background,occupation,last_name,first_name,middle_name,street_number,city,state,country,county,uuid
29445,Male,61,Thompson Road,,widowed,high_school,no_degree,white,police_officer,Spain,William,,54,Goose Creek,SC,USA,Berkeley County,0cac749e-283d-4a51-bee6-29beb690fc1e
55426,Male,37,SW 21st St,,never_married,graduate,business,white,police_officer,Cullifer,Daniel,M,165,Minneapolis,MN,USA,Hennepin County,f5fa50b7-b65a-4e16-b36d-e26cf8d19a00
49307,Male,59,Flatley Rd,,widowed,9th_12th_no_diploma,no_degree,white,police_officer,Copeland,Richard,Stephen,43,Big Rapids,MI,USA,Newaygo County,38ea1092-30a2-4f52-8422-15d92aea9e3c
29624,Female,63,Bearhollow Rd,,divorced,bachelors,arts_humanities,black,police_officer,Hood,Anita,A,26,Anderson,SC,USA,Anderson County,c14bd658-1e45-4476-a8c2-f0ba3bb14f9c
98223,Male,37,174th Ave NE,,married_present,high_school,no_degree,white,police_officer,Plut,Jonathan,Ezra,184,Arlington,WA,USA,Snohomish County,f28086b4-c944-4ed8-a635-279d58d28104
94122,Male,33,Biddle Ct,,never_married,bachelors,arts_humanities,white,police_officer,Olbrys,Randall,,218,San Francisco,CA,USA,San Francisco County,1881afb3-00a0-44db-81ba-ca07d46631e1
10457,Male,48,Madison Avenue,,married_present,some_college,no_degree,black,police_officer,Foster,Cecil,L,992,Bronx,NY,USA,Bronx County,af0d355f-74e1-411b-9b2b-8b76d4befce3
35242,Female,61,5th Avenue,,married_present,bachelors,education,south asian,police_officer,Sharma,Sajida,Sau,145,Birmingham,AL,USA,Jefferson County,3e8ca7e6-11ac-4505-9d96-5863b0e6ff01
48507,Male,18,S 6th St,,never_married,some_college,no_degree,black,police_officer,Yisrael,Johnny,,182,Flint,MI,USA,Genesee County,fc671264-bf43-4645-a0c2-bbc6743120d5
21209,Male,56,Townline Road,,married_present,graduate,business,black,police_officer,Bell,Johnathan,Amacker,29,Baltimore,MD,USA,Baltimore County,d992b089-ee07-4561-b8ab-2872a3d0fa9f
24441,Male,29,E 6th St,,married_present,some_college,no_degree,white,police_officer,Cribb,John,Phillip,62,Grottoes,VA,USA,Augusta County,256499ed-2b7d-442d-998e-c7be3e465ad5
78043,Male,54,N Desert Olive Dr,,married_present,bachelors,education,mexican,police_officer,Valdes,Gregorio,M,71,Laredo,TX,USA,Webb County,b7d276a3-b8ea-4199-965d-de8e71470cc1
20874,Female,36,Purdue Ave,,divorced,9th_12th_no_diploma,no_degree,black,police_officer,Saul,Candice,,186,Germantown,MD,USA,Montgomery County,ccf84998-80ea-47df-a113-691f785809f8
5045,Male,25,Butler Rd,,never_married,bachelors,arts_humanities,white,police_officer,Mayo,Daniel,Mann,114,Fairlee,VT,USA,Orange County,a3bff949-41a9-4f13-a5a7-8983d4a6a1d7
19124,Male,22,Freeman Avenue,,never_married,9th_12th_no_diploma,no_degree,white,police_officer,Hebert,Brandon,Alfred,338,Philadelphia,PA,USA,Philadelphia County,b5812c44-f5f6-4b8a-a35e-e7fe89106e89
98092,Male,59,131st Ave SE,,divorced,some_college,no_degree,white,police_officer,Terry,Jarrod,Lyndon,264,Auburn,WA,USA,Pierce County,1517cf4a-69d4-47b6-bde5-3a882280d243
90027,Male,49,W Oracle Ct,,married_present,graduate,arts_humanities,mexican,police_officer,Ruiz,Alfredo,Roberto,740,Los Angeles,CA,USA,Los Angeles County,96c04bc6-c111-4fcf-9a3e-34673bec5a2e
35611,Male,35,Gramercy Ln,,married_present,graduate,arts_humanities,white,police_officer,Lovell,Douglas,Benjamin,297,Athens,AL,USA,Limestone County,84c7f8d7-551d-485f-a8f0-c49978f67eb3
96738,Female,39,Kumakua St,,married_present,high_school,no_degree,salvadoran,police_officer,Camacho,Destiny,,424,Waikoloa,HI,USA,Hawaii County,507a54a8-57b1-41a6-929a-a9a30afb3e62
20141,Female,60,Cherokee Rd,,married_present,bachelors,business,white,police_officer,Wilson,Gabriele,Faye,326,Round Hill,VA,USA,Loudoun County,13ff5eb9-4290-4471-851e-88684c83a228
78028,Male,62,North Arizona Highway 288,,married_present,some_college,no_degree,white,police_officer,Haddock,Sterling,Mccree,30,Kerrville,TX,USA,Gillespie County,5bff5489-bed2-4532-9a04-b7fb1902e082
725,Female,50,Cisne,23,never_married,high_school,no_degree,puerto rican,police_officer,Lopez,Desarea,,86,Caguas,PR,USA,Cidra Municipio,d526df66-dc0b-4fa1-882b-7becd247ee73
34113,Male,38,W 18th Ave,,never_married,high_school,no_degree,white,police_officer,Overstreet,Clarence,Hare,3,Naples,FL,USA,Collier County,8e907903-bfa8-45db-8db3-e77402de354e
53711,Female,29,Creed St,,never_married,bachelors,arts_humanities,mexican,police_officer,Borras,Maria,E,87,Madison,WI,USA,Dane County,deb02751-872c-4c30-8c54-80b68a13559a
22835,Male,43,Hickory Corner Rd,,married_present,high_school,no_degree,black,police_officer,Carter,Joseph,,7,Luray,VA,USA,Page County,e65011d5-60e5-4d7d-9000-be2b3ee7225c
28052,Male,41,Prosperity Ct,,married_present,high_school,no_degree,white,police_officer,Hagen,James,Michael,70,Gastonia,NC,USA,Gaston County,c10734d2-cd71-4f31-9713-4fffc1d88b95
92117,Male,54,Marjay Drive,,married_present,some_college,no_degree,mexican,police_officer,Antigua,Andrew,,468,San Diego,CA,USA,San Diego County,cb60e820-96a5-42d9-a744-5313565909ad
92126,Female,45,Cork Oak Ln,210,married_present,bachelors,business,southeast asian,police_officer,Tuan,Takako,,588,San Diego,CA,USA,San Diego County,ae97c358-4b74-41c5-b0e1-7e1f55576511
16150,Male,68,Green Drake Rd,,married_present,graduate,education,white,police_officer,Batson,Bryan,William,53,Sharpsville,PA,USA,Mercer County,94139806-1bb0-4e3d-b004-38afbae3e884
23139,Male,48,Battle Royal Cir,,married_present,bachelors,business,white,police_officer,Pennington,Jake,L,69,Powhatan,VA,USA,Powhatan County,a0b8d697-e35a-4014-995e-ffa3f0054ef6
22734,Male,54,Nc 8 Hwy S,,married_present,bachelors,arts_humanities,white,police_officer,Johnson,John,Bowers,213,Remington,VA,USA,Culpeper County,9dcd0b86-c532-45fe-a039-43be82b6c4b4
98117,Female,47,SE Denali Dr,,married_present,graduate,stem_related,black,police_officer,Brooks,Betty,Alessia,631,Seattle,WA,USA,King County,bf21e9c3-46c9-43b2-b404-84a325931f3a
82604,Male,42,King James Street,222,married_present,high_school,no_degree,white,police_officer,Staub,Blake,Monroe,19,Casper,WY,USA,Natrona County,7c2c0f1a-a9c7-4c41-81d1-d8932325213d
6418,Female,56,Turkey Hill Road,65,married_present,high_school,no_degree,white,police_officer,Saenz,Clarissa,,310,Derby,CT,USA,New Haven County,ea79a425-1ff7-4c74-933d-ab8fd33c2524
92040,Male,49,Sims Avenue,,never_married,some_college,no_degree,white,police_officer,Midkiff,Edward,G,148,Lakeside,CA,USA,San Diego County,1ce9cf84-f360-4811-855c-94d5729c558b
65755,Male,59,Lemar Dr,D,married_present,high_school,no_degree,white,police_officer,Stavropoulos,Bryan,Williams,301,Squires,MO,USA,Douglas County,0eae0632-e78f-4f89-8f42-2c03c74f04bc
3857,Female,71,Beaver River Rd,9,never_married,high_school,no_degree,white,police_officer,Glasco,Katelyn,,390,Newmarket,NH,USA,Rockingham County,5bd61d2d-e318-4a1e-a5b0-fcb51c151df1
85201,Male,41,N Chantsong Cir,,married_present,some_college,no_degree,mexican,police_officer,Zimmermann,Antonio,,306,Mesa,AZ,USA,Maricopa County,ebcd7b84-7f88-4fdd-872e-3dbd517398a1
11216,Male,26,Copperstrip Ln,Apartment I,never_married,bachelors,arts_humanities,white,police_officer,Ferguson,Jeremy,W,183,Brooklyn,NY,USA,Kings County,dbd8ea9c-f98c-422b-bdab-54c7cf8d8b03
85009,Male,24,E Diamondback Ln,,never_married,9th_12th_no_diploma,no_degree,mexican,police_officer,Pereira,Gerardo,,152,Phoenix,AZ,USA,Maricopa County,b193f62e-01b6-416a-a6e3-d03ba21542b0
73071,Male,34,Crown Point Ave,,married_present,bachelors,arts_humanities,white,police_officer,Cowan,Matthew,Randy,85,Norman,OK,USA,Cleveland County,ee3e6ffd-d68d-46c4-a9e5-b12c8f657a3d
42634,Female,18,Cleveland St,,never_married,some_college,no_degree,white,police_officer,Lord,Laura,,796,Parkers Lake,KY,USA,McCreary County,9daaa6af-deff-480c-86eb-744e9eb6be80
20110,Male,36,Stuarts Draft Hwy,,married_present,9th_12th_no_diploma,no_degree,black,police_officer,Johnson,Vincent,H,365,Manassas,VA,USA,Prince William County,2531ccac-a246-40a0-90be-1d46bf254720
953,Female,66,Plaza 6,Oklahoma,married_present,less_than_9th,no_degree,puerto rican,police_officer,Clark,Patricia,E,115,Toa Alta,PR,USA,Bayamon Municipio,64df31b7-4bb2-47cb-aa8f-d8d74e106d3c
8730,Male,51,Mill Race Dr,,divorced,high_school,no_degree,white,police_officer,Greenlee,Ryan,,67,Brielle,NJ,USA,Monmouth County,6fb67a7f-845c-4adb-8ae0-bff7e0dfda15
75149,Female,48,Conita Real SW,,married_present,9th_12th_no_diploma,no_degree,mexican,police_officer,Rojas,Maria,Mercedes,376,Mesquite,TX,USA,Dallas County,f00fbcc1-338f-4204-ac57-2e1515569f9f
47404,Male,31,West 74th St,,married_present,bachelors,stem,white,police_officer,Delay,Jonathan,L,474,Bloomington,IN,USA,Monroe County,bddbb920-8c34-4092-9aa0-f98ed83fc3d7
38663,Female,64,Bunker Hill Rd,,married_present,bachelors,stem_related,black,police_officer,Kennedy,Margarett,K,257,Ripley,MS,USA,Benton County,81ceb413-7e58-4e40-ae48-e70831fedba4
52241,Female,22,Russell Avenue North,,never_married,bachelors,arts_humanities,white,police_officer,Penick,Robin,Anne,185,Coralville,IA,USA,Johnson County,d247abab-d72c-4253-bafe-e2b660477c4e
33177,Male,24,Braganza Ave SE,,never_married,associates,no_degree,hispanic or latino other,police_officer,Arbois,Juan,,447,Miami,FL,USA,Miami-Dade County,40964287-f736-492f-815b-d7b2dbc7862c
30147,Female,20,Wiley Rd,132,never_married,9th_12th_no_diploma,no_degree,white,police_officer,Agler,Connie,Lynn,369,Lindale,GA,USA,Floyd County,6276aa41-d897-4780-ad19-35f05df983be
1503,Female,61,Diner Dr,,divorced,bachelors,arts_humanities,white,police_officer,Hackler,Jolanta,,104,Berlin,MA,USA,Worcester County,69132356-59ca-407a-9cda-ac7418608092
48346,Male,35,Hazelton St,,never_married,some_college,no_degree,white,police_officer,Ward,Jason,R,821,Clarkston,MI,USA,Oakland County,14d5635e-1334-4c1b-805d-09b81b06c09f
91790,Male,22,Landana St,A,never_married,less_than_9th,no_degree,east asian,police_officer,Chun,Ngan,Hong,15,West Covina,CA,USA,Los Angeles County,58795580-c0cd-4804-9c48-a8f083729eab
28451,Female,22,Wolfe St,,never_married,high_school,no_degree,white,police_officer,Swencki,Donna,,119,Leland,NC,USA,Brunswick County,1dcdb452-de84-407e-bc71-39f1b2aedd56
98387,Female,61,SW Kenyon St,,married_present,high_school,no_degree,white,police_officer,Rolewicz,Avery,S,13,Spanaway,WA,USA,Pierce County,8335429a-9bff-4345-8b2b-34a0c2b86d8a
77346,Male,54,Cologne Dr,,married_present,bachelors,stem,south asian,police_officer,Persaud,Mukesh,Asif,40,Humble,TX,USA,Harris County,163588a3-2483-47b2-b48d-6c297d6422df
1020,Male,59,Lexington Street,,married_present,bachelors,stem,white,police_officer,Serbin,Luke,Martin,404,Chicopee,MA,USA,Hampden County,65c95f30-f4af-4a05-a2f8-f0c118ab5ac5
27013,Male,50,Shelter Cove Way,,married_present,some_college,no_degree,white,police_officer,Horney,Jon,T,346,Cleveland,NC,USA,Iredell County,f89c8031-80d5-4f3d-821a-77083cb7c819
676,Female,66,Venecia,33,divorced,9th_12th_no_diploma,no_degree,puerto rican,police_officer,Chavez,Allison,,71,Moca,PR,USA,Moca Municipio,b59c8fdf-5460-47bc-8469-4a4ff3680386
78610,Female,23,Farm Pond Lane,,never_married,some_college,no_degree,white,police_officer,Fisher,Kelly,Alexis,15,Buda,TX,USA,Travis County,ef6b2583-8d94-401d-91e1-1efce3224275
35810,Male,68,West Club Boulevard,,divorced,bachelors,education,black,police_officer,Heyward,Aldean,,584,Huntsville,AL,USA,Madison County,f5b00640-f68a-4cb5-960e-b375c0f9a243
96744,Male,33,Naniakea St,F,married_present,bachelors,education,east asian,police_officer,Le,Yang,,344,Kaneohe,HI,USA,Honolulu County,a92f763c-7929-4bcd-ab8b-68e9d01f8494
66502,Male,20,Hyland Ave,,never_married,high_school,no_degree,white,police_officer,Schultz,Matthew,Norman,63,Manhattan,KS,USA,Pottawatomie County,d697c2e9-c35d-413a-801c-52ae8bfb5ecc
37211,Female,52,Venetian Drive SW,,never_married,9th_12th_no_diploma,no_degree,black,police_officer,Mays,Tenisha,,18,Nashville,TN,USA,Williamson County,078f471d-2bce-4d27-b0fb-93c1fd1f7aaa
16105,Male,39,Coastal Dr,,never_married,bachelors,education,white,police_officer,Weinberg,Daniel,P,7,New Castle,PA,USA,Lawrence County,a61dd82e-2723-4987-85f9-2d03c0d06032
85741,Female,26,Horseman Dr,,never_married,bachelors,education,mexican,police_officer,Jorge,Maria,K,81,Tucson,AZ,USA,Pima County,c3ea3dc9-19b5-4f2a-81cc-ebde46918377
33803,Male,29,SW 149th St,,married_present,bachelors,arts_humanities,white,police_officer,Damico,Jeffrey,Michael,205,Lakeland,FL,USA,Polk County,85cbfe5d-41f9-4705-b029-944793885b8a
37167,Female,28,Jersey Queen Trl,,never_married,high_school,no_degree,white,police_officer,Brundage,Shirley,,247,Smyrna,TN,USA,Rutherford County,222868e5-6dca-4415-9f39-56e4b9469730
47022,Female,51,N 26th St,,married_present,high_school,no_degree,white,police_officer,Kronenberg,Jeane,Barbara,100,Guilford,IN,USA,Dearborn County,b7824745-7df3-436d-81b1-93d317f5e590
41169,Male,39,Creekside Drive,#70,married_present,associates,no_degree,white,police_officer,Smith,Edward,Alane,241,Russell,KY,USA,Greenup County,f1ed1d4c-b888-47c1-8c10-0cba065bc32b
58631,Male,45,East Main Street,,separated,high_school,no_degree,american indian,police_officer,Warren,Marc,J,697,Glen Ullin,ND,USA,Morton County,15c5e765-75ff-47bb-8b7a-f1e72f1a58c7
94579,Female,47,Taraval St,,married_present,graduate,stem_related,white,police_officer,Quinn,Kathleen,E,482,San Leandro,CA,USA,Alameda County,212a7fef-b051-4c23-bb40-736b14292574
6231,Male,63,Grove Street,,married_present,graduate,stem,white,police_officer,Weber,Joseph,B,176,Amston,CT,USA,Tolland County,e9a647e3-ffbb-4100-adbe-730aa87f63bc
99736,Male,34,Kenai Spur Hwy,,married_present,9th_12th_no_diploma,no_degree,white,police_officer,Dickey,William,Dixon,156,Deering,AK,USA,Northwest Arctic Borough,68c8f41d-b301-4c62-9099-57e1de124691
18014,Male,40,Century Rd,,married_present,some_college,no_degree,puerto rican,police_officer,Laguerra,Ramon,,257,Bath,PA,USA,Northampton County,8bfe3c0e-7a51-4fab-8b41-aefc5098df94
29201,Male,20,Pinnacle Point Dr,16,never_married,high_school,no_degree,east asian,police_officer,Kong,Hok,Tak,36,Columbia,SC,USA,Richland County,3794b0dd-f252-4624-83ec-542a15c8f061
54901,Female,24,Grand River Ave,,never_married,some_college,no_degree,white,police_officer,Siebold,Rachel,F,92,Oshkosh,WI,USA,Winnebago County,d394a629-7323-4af5-ac67-e65a7e0df725
63445,Female,60,River Rd,,divorced,high_school,no_degree,white,police_officer,Huerkamp,Bonnye,Sue,210,Kahoka,MO,USA,Clark County,e1a20cd3-bd12-4a7c-9497-39eb6185e272
49417,Female,60,Flowering Crab Dr E,,separated,associates,no_degree,white,police_officer,King,Kathryn,C,24,Grand Haven,MI,USA,Ottawa County,088ee3f5-f888-429b-a486-9595d0af56c3
47807,Male,53,Longacre,,never_married,high_school,no_degree,white,police_officer,Williams,Thomas,Robert,116,Terre Haute,IN,USA,Vigo County,8416dba8-d76d-4d35-b0af-635effd7b13d
90045,Male,22,Woodcreek Oaks Blvd,,never_married,some_college,no_degree,hispanic or latino other,police_officer,Colon,Josue,Sanchez,180,Los Angeles,CA,USA,Los Angeles County,83f43b06-65e2-4d3e-b35d-359cbe975ab8
20772,Female,46,Oakwood Lane,,divorced,bachelors,education,guatemalan,police_officer,Quinonesrivera,Maria,A,327,Upper Marlboro,MD,USA,Prince George's County,b1e8301c-2b74-4c1c-b62f-98ecf9585b06
34748,Male,21,Treasure Isle Dr,,never_married,some_college,no_degree,puerto rican,police_officer,Castro,Felipe,Donn,240,Leesburg,FL,USA,Lake County,458866b7-4a18-4b3f-9eb2-74f2a219b0f7
93727,Female,40,Saguaro St,108,married_present,bachelors,education,mexican,police_officer,Baezmelendez,Zaymara,I,63,Fresno,CA,USA,Fresno County,2532ddbd-157a-4cb4-b418-570742821778
2748,Male,41,Madison Street,2,never_married,less_than_9th,no_degree,white,police_officer,Stilwell,Michael,Lee,44,South Dartmouth,MA,USA,Bristol County,43b54f68-71dc-461f-a393-cf5828e5ee02
29651,Female,43,Battery Heights Blvd,,married_present,high_school,no_degree,black,police_officer,Freeman,Tamara,,301,Greer,SC,USA,Spartanburg County,27bf99fe-67eb-44ae-8f2a-fd57baf26327
76365,Male,64,W Barque Dr,,divorced,high_school,no_degree,mexican,police_officer,Hovenden,Manrique,,147,Henrietta,TX,USA,Clay County,6e9fa2e3-0834-4e23-acc7-774944c90d07
949,Female,36,Tito Rodriguez,26 So,married_present,bachelors,business,puerto rican,police_officer,Machado,Stephanie,,179,Toa Baja,PR,USA,Toa Alta Municipio,bf9fd76c-e00c-4806-be2d-f1cf8f4fc046
70737,Female,54,8th St,43,married_present,bachelors,education,white,police_officer,Davis,Candice,Denise,1,Gonzales,LA,USA,Ascension Parish,b27b6646-d38a-424d-b220-8602302a7dd4
70605,Male,23,27th St,,never_married,bachelors,education,other south american,police_officer,Salazar,Jose,Anthony,265,Lake Charles,LA,USA,Calcasieu Parish,93ae90de-0a0a-419a-9c8a-be02b678a68b
37421,Female,39,Nashboro Blvd,,married_present,some_college,no_degree,white,police_officer,Gomber,Maryann,Marie,72,Chattanooga,TN,USA,Hamilton County,b697364a-0cfb-4beb-8693-52db53108271
3054,Male,29,Padelford Av,,never_married,associates,no_degree,white,police_officer,Bell,James,Frank,377,Merrimack,NH,USA,Hillsborough County,9977a3c0-889f-4892-83b5-5434981d30c8
43023,Male,44,Gaukler St,,married_present,bachelors,stem,white,police_officer,Kelly,Timothy,G,278,Granville,OH,USA,Licking County,9dec6a16-bab8-4859-be66-f180019b0adb
11373,Male,43,Windsor Street,,married_present,high_school,no_degree,white,police_officer,Mccall,Carl,Barr,85,Elmhurst,NY,USA,Queens County,87d275a9-d5ca-4d53-963d-458f221ced23
32824,Male,58,SW 41st Ave,,divorced,associates,no_degree,white,police_officer,Grodzki,David,,156,Orlando,FL,USA,Orange County,54b26897-2a73-49bf-9230-e6f2d4a0fc44
37122,Male,44,Ridgelake Rd,,married_present,bachelors,education,white,police_officer,Tucker,Harris,Eric,16,Mount Juliet,TN,USA,Wilson County,3adc64f3-6465-4788-ba7c-c4d95c325d1b
80907,Male,24,Macrory Dr,,never_married,9th_12th_no_diploma,no_degree,east asian,police_officer,Jin,Thuan,,199,Colorado Springs,CO,USA,El Paso County,ce259936-07d5-4089-85ca-300cc93fd982
86327,Female,69,Hawthorne Brook Ln,,divorced,high_school,no_degree,white,police_officer,Odonnell,Janie,Marie,152,Dewey,AZ,USA,Yavapai County,a1896876-4620-4387-9422-6bd9df960a29
80221,Male,50,Nikau Dr,350,married_present,some_college,no_degree,mexican,police_officer,Perez,Jorge,,46,Denver,CO,USA,Denver County,67ac27a3-8184-4dae-8063-243dc9810d84
30705,Male,46,Lakehurst Ln,,married_present,associates,no_degree,white,police_officer,Jones,Anthony,Payne,108,Chatsworth,GA,USA,Gilmer County,3b35f402-04eb-4427-8f8d-97ace24c0ca0
36701,Male,28,C'Anna Sq,,never_married,high_school,no_degree,black,police_officer,Rutledge,Xavier,Lewis,54,Selma,AL,USA,Lowndes County,85a73db9-673c-4a54-8293-7b352fedaa4f
48238,Male,34,Oak Leaf Ln,,never_married,associates,no_degree,white,police_officer,Spaulding,Patrick,Robert,104,Detroit,MI,USA,Wayne County,6f9e2ef8-05dc-4377-8fbd-928474c3560c
97303,Male,30,Meridian St,,married_present,some_college,no_degree,spanish american,police_officer,Mattos,Jose,,282,Salem,OR,USA,Marion County,00736faf-f632-4d31-81e2-3d60ed8f0004
85295,Female,48,Dryden Ln,,married_present,graduate,arts_humanities,black,police_officer,Weeks,Sharon,A,187,Gilbert,AZ,USA,Maricopa County,2a598268-ff6e-4ef4-806d-d8e0110d9f98
6450,Male,47,Post Rd,215,married_present,high_school,no_degree,white,police_officer,Newman,Thomas,,299,Meriden,CT,USA,New Haven County,c8dfd8dd-a96e-4e11-83c7-c9cbbe768af4
93003,Male,46,Leonard Dr,,never_married,bachelors,arts_humanities,hispanic or latino other,police_officer,Luna,Ricardo,Cesar,134,Ventura,CA,USA,Ventura County,a3c77448-31ad-4153-9ccf-2869b18326f3
75052,Female,65,Golden Ave,503,separated,high_school,no_degree,mexican,police_officer,Velez,Raquel,,212,Grand Prairie,TX,USA,Dallas County,d7adb8c5-e664-48c4-9a38-f594538a7125
93010,Female,69,Wildhorse Trail Way,,married_present,high_school,no_degree,white,police_officer,Kolb,Brenda,E,431,Camarillo,CA,USA,Ventura County,9b49aeae-6f28-4bb1-98a2-03f1252191db
52806,Female,50,Urbandale Ave,,married_present,high_school,no_degree,white,police_officer,Overbay,Jessica,A,327,Davenport,IA,USA,Scott County,a735bd5f-8b5c-42cf-b09d-93cd658c11df
78572,Female,68,Ellie Jane Lane,,married_present,less_than_9th,no_degree,mexican,police_officer,Alverio,Janice,,317,Mission,TX,USA,Hidalgo County,593a995d-eafd-4912-8b62-d93df9830244
78376,Male,62,County Road 500,,married_present,high_school,no_degree,white,police_officer,Farmer,John,M,82,Realitos,TX,USA,Duval County,5593c009-7cc5-4b35-8cdb-374f7bddf068
32696,Male,52,NE 64th Ave,,divorced,high_school,no_degree,cuban,police_officer,Sandiford,Manuel,Francisco,952,Williston,FL,USA,Marion County,e410d1e8-a784-4a25-8f38-261a0754da9c
12302,Female,31,Moscato Ln,,never_married,bachelors,arts_humanities,south asian,police_officer,Rashid,Rani,Nicole,575,Schenectady,NY,USA,Schenectady County,d09ce492-588a-40ee-bf18-4a06e20336d6
85138,Male,44,Lost Creek Way NW,,divorced,9th_12th_no_diploma,no_degree,white,police_officer,Corriher,Donald,,174,Maricopa,AZ,USA,Pinal County,0d5d14b6-8d0b-45f8-8872-e38f853ae604
66762,Male,27,195th St,,never_married,graduate,arts_humanities,white,police_officer,Obrien,Ather,L,523,Pittsburg,KS,USA,Cherokee County,0e45c48e-a764-4100-8d66-9c4532b28f69
78232,Male,39,Fawn Ridge Trl,,married_present,associates,no_degree,black,police_officer,Vaught,Phillip,Christian,237,San Antonio,TX,USA,Bexar County,c325c838-c7a0-4d14-86af-41f98579a6b4
97404,Female,31,NW 65th Ct,,never_married,graduate,stem_related,white,police_officer,Morvay,Leta,Rebecca,56,Eugene,OR,USA,Lane County,7d20aa51-d720-45ba-a2e5-5a1d4b57c5cb
10025,Female,42,Daly Rd,,married_present,bachelors,arts_humanities,white,police_officer,Maughon,Shirley,Grace,338,New York,NY,USA,New York County,7ae3c345-96b2-49a9-88c6-ae8f121a506f
18062,Male,41,Pickwick Lane,,married_present,high_school,no_degree,puerto rican,police_officer,Gonzales,Miguel,,46,Macungie,PA,USA,Berks County,5cacb681-08ae-47c7-a91c-6b3e29799f3a
2739,Male,60,Route 28,,married_present,graduate,business,white,police_officer,Anneken,James,Michael,48,Mattapoisett,MA,USA,Plymouth County,b8cd7bdf-ffa5-4a2b-8581-1e51ad7222fa
48146,Female,26,Aleah Ct,,never_married,high_school,no_degree,black,police_officer,Hudson,Lucky,Lynn,268,Lincoln Park,MI,USA,Wayne County,92ed763b-fb25-46de-845b-3e3a7dec7c2d
13839,Male,49,Goodrich Road,,married_present,some_college,no_degree,white,police_officer,Whitney,William,Potter,355,Sidney Center,NY,USA,Delaware County,f6ef1075-2c83-4351-b9ff-5bd230abab53
11566,Male,30,N Poppleton St,,never_married,some_college,no_degree,ecuadorian,police_officer,Rivera,Aquilino,D,145,Merrick,NY,USA,Nassau County,4bef8bc9-d0bc-4080-a281-9bc9bc07bfff
77373,Male,67,West Griswold Road,,married_present,some_college,no_degree,white,police_officer,Gaillard,Richard,Phillip,142,Spring,TX,USA,Harris County,2a253c0d-ce90-4cc0-82c6-3fe749ac61e8
4578,Female,60,Ward Brook Rd,,married_present,some_college,no_degree,white,police_officer,Lee,Barbara,Lynne,82,Wiscasset,ME,USA,Lincoln County,eb38f486-bb12-4930-855e-3b2d2dfc2f6a
11510,Female,38,North St,,married_present,high_school,no_degree,white,police_officer,Sosebee,Megan,Jo,450,Baldwin,NY,USA,Nassau County,51b76162-ac1d-47d4-9a48-35339d8f5bba
37774,Female,44,Union Road,,married_present,high_school,no_degree,white,police_officer,Pasley,Ellen,C,223,Loudon,TN,USA,Roane County,b1363f1b-2725-430c-8981-e3b3b9d19d14
95356,Male,23,Onyx Ln,,never_married,high_school,no_degree,southeast asian,police_officer,Jester,Dimas,Holgado,46,Modesto,CA,USA,Stanislaus County,27ecc060-f4e3-4444-828c-1a7df507b243
12198,Female,58,Kitmore Rd,,married_present,bachelors,business,white,police_officer,Micciche,Megan,Jane,305,Wynantskill,NY,USA,Rensselaer County,1236af96-5258-4ead-8750-5f85a1d5f8ca
93960,Male,31,Siskiyou Dr,,never_married,less_than_9th,no_degree,mexican,police_officer,Cano,Rommy,Stephen,347,Soledad,CA,USA,Monterey County,866b8df9-d719-4887-b24b-aeeda8cf7ef0
91326,Female,56,Fairfax Dr,,married_present,graduate,arts_humanities,east asian,police_officer,Sun,Tri,,89,Porter Ranch,CA,USA,Los Angeles County,2cbaf8b2-14af-4a0c-9fbd-d9e02af2ca63
78114,Female,28,West 26th Drive,,married_present,high_school,no_degree,mexican,police_officer,Zocchi,Nelly,Emanuela,216,Floresville,TX,USA,Atascosa County,80ab9696-13dd-460e-9080-6902552225ca
2155,Female,43,Ipswich Road,,married_present,some_college,no_degree,south asian,police_officer,Joshi,Anjone,,44,Medford,MA,USA,Middlesex County,a4b709d7-6b22-481c-80f9-6e050b5179bc
92683,Male,28,Rue Montagne St,,never_married,some_college,no_degree,southeast asian,police_officer,Bunting,Duc,Thai,305,Westminster,CA,USA,Orange County,d148b637-c701-478a-9742-8145b28edbc0
89130,Female,30,N Dunkirk Ct,Na Na,married_present,9th_12th_no_diploma,no_degree,white,police_officer,Mani,Irene,,3,Las Vegas,NV,USA,Clark County,20d1e1f6-e0a0-4b0e-9c43-21c7bd67842c
72712,Male,49,Sweetwater Lane,,never_married,graduate,arts_humanities,white,police_officer,Shropshire,David,Scott,15,Bentonville,AR,USA,Benton County,112c5170-a7f3-4b18-926f-98e623da4f77
33161,Female,56,77th Ct E,323,separated,high_school,no_degree,black,police_officer,Handy,Rosanna,C,80,Miami,FL,USA,Miami-Dade County,e8e45b7c-e285-49bd-81b6-a0baefc24c3c
91403,Female,43,Palm Ave,,married_present,bachelors,arts_humanities,mexican,police_officer,Barilari,Lizet,,94,Sherman Oaks,CA,USA,Los Angeles County,240a6126-7fbc-47b7-927a-1cd0c25f0e1b
90201,Male,25,38th St,,never_married,high_school,no_degree,mexican,police_officer,Duarte,Rafael,,17,Bell Gardens,CA,USA,Los Angeles County,66908074-60ec-4430-b6ad-c0e4af60bef2
84761,Male,71,Farrell Street,,married_present,bachelors,business,white,police_officer,Elliott,Jonathan,M,391,Parowan,UT,USA,Iron County,9136c355-eaff-4cf4-8498-030c2e1100cf
