zipcode,sex,age,street_name,unit,marital_status,education_level,bachelors_field,ethnic_background,occupation,last_name,first_name,middle_name,street_number,city,state,country,county,uuid
65713,Male,27,Kyle Avenue North,,married_present,high_school,no_degree,white,police_officer,Lux,David,Winbourne,390,Niangua,MO,USA,Wright County,0e83b515-81e9-4a00-b7fb-d0f81aa5c6dd
92606,Male,31,Mission Gorge Road,A,married_present,graduate,stem,white,police_officer,Truese,Daniel,Wayne,36,Irvine,CA,USA,Orange County,38dec210-9c88-4991-98ee-bdee1f6af16a
49601,Male,35,Lincoln Hwy,,married_present,high_school,no_degree,white,police_officer,Vaughan,David,Andrew,474,Cadillac,MI,USA,Lake County,6eb3c670-6e05-455a-b228-600ea0d8d15a
8822,Male,48,Reynolds Road,,divorced,bachelors,education,white,police_officer,Albritton,Scott,Joseph,71,Flemington,NJ,USA,Hunterdon County,8173c1c1-8e44-403b-b106-1f3128949d19
38321,Male,19,Old Cat Creek Road,,never_married,9th_12th_no_diploma,no_degree,white,police_officer,Morales,William,R,57,Cedar Grove,TN,USA,Henderson County,c4ddfee4-61f0-42ab-afbd-0849f3fe6612
42025,Female,51,N Old Georgetown Rd,,married_present,associates,no_degree,white,police_officer,Wagman,Toni,E,39,Benton,KY,USA,Graves County,e9a8a82c-9b98-49fc-aebc-668516c8fa83
73018,Female,55,N Massachusetts St,,married_present,high_school,no_degree,white,police_officer,Mcginley,Carmel,Marie,125,Chickasha,OK,USA,Grady County,2853ceb0-b2bf-49a8-9532-09af1d37fc27
92024,Male,42,S Vermont Ave,,never_married,9th_12th_no_diploma,no_degree,white,police_officer,Beckett,Joshua,,221,Encinitas,CA,USA,San Diego County,589d62d6-25ec-406f-9c7e-f11e1384e4a0
53406,Male,35,E State St,,married_present,high_school,no_degree,white,police_officer,Jarvis,David,John,40,Racine,WI,USA,Racine County,f4f4994a-b134-4b9f-851f-a6fb9055022e
91387,Female,46,E Crystal View Ave,,married_present,bachelors,stem_related,southeast asian,police_officer,Tran,Jessica,Thi,228,Canyon Country,CA,USA,Los Angeles County,42d6951e-f1e8-45bc-9f8c-6c4dd18a42fa
19444,Female,41,Elm Ave,Apartment 2,never_married,graduate,arts_humanities,east asian,police_officer,Song,Ling,U,196,Lafayette Hill,PA,USA,Montgomery County,5a47533a-8e43-4b03-b9d0-488552abf9bb
6515,Male,51,Northgate Park,3,married_present,high_school,no_degree,black,police_officer,Proby,Kevin,L,371,New Haven,CT,USA,New Haven County,f3aa7f57-482e-4bfe-ba74-0621729fd730
33625,Male,37,Maple Hammock Dr,,married_present,bachelors,business,white,police_officer,Haywood,Lawrence,M,107,Tampa,FL,USA,Hillsborough County,9bcc084b-7042-4f21-a34b-fa12c593e105
28307,Male,31,Ellis Hollow Rd,,married_present,associates,no_degree,white,police_officer,Smith,Terry,Purshottam,122,Fort Liberty,NC,USA,Cumberland County,9fc41ed8-0323-4bd8-bdce-ce04bfcb322a
35674,Female,54,Spencer Avenue,,married_present,bachelors,education,white,police_officer,Ranonis,Rebecca,Ann,136,Tuscumbia,AL,USA,Franklin County,ad846274-4e65-4281-95e4-58ea934247bf
11214,Female,33,Hotchkiss Circle,,never_married,bachelors,business,white,police_officer,Broussard,Melissa,Dawn,18,Brooklyn,NY,USA,Kings County,4190b8e7-faf9-4a29-a01b-e8a425fea9f3
21617,Male,36,Avesta Pl,,married_present,some_college,no_degree,white,police_officer,Scott,Matthew,Elias,52,Centreville,MD,USA,Queen Anne's County,10ed5fb8-bdb8-4d49-b47c-89b3bf38847d
93535,Male,29,Peacock Dr,,never_married,some_college,no_degree,salvadoran,police_officer,Narvaez,Alvaro,M,47,Lancaster,CA,USA,Los Angeles County,394337a0-2eef-4c94-b30e-bc01d8488536
84025,Male,21,S Glenridge View Dr,,never_married,some_college,no_degree,white,police_officer,Hendrix,Kyle,H,11,Farmington,UT,USA,Davis County,c3ad4a6c-5536-4b97-923f-22d62eb98fac
30813,Female,27,Beachside Cv,,married_present,high_school,no_degree,white,police_officer,Harris,Juanita,Rose,167,Grovetown,GA,USA,Richmond County,8b1c785d-f4e8-4515-b0ec-191c7180a1b0
25508,Male,52,Elliot Jacob Avenue,,married_present,some_college,no_degree,white,police_officer,Thompson,William,Craig,111,Chapmanville,WV,USA,Boone County,6a3ea12f-86ba-42f5-a9ae-5edc785d79c8
64093,Male,44,W Main,,never_married,bachelors,business,white,police_officer,Sadovsky,Steven,Bruce,149,Warrensburg,MO,USA,Johnson County,d0cd019f-da43-4fbb-add1-b820783fdf09
78233,Male,33,Verona Way,,never_married,high_school,no_degree,black,police_officer,Samaroo,Scottie,Leonard,5,San Antonio,TX,USA,Bexar County,bd60ea64-b958-4692-bacd-8c6d4bea575b
23462,Male,20,Gugel St,,never_married,high_school,no_degree,bolivian,police_officer,Reynoso,Jose,Fernando,175,Virginia Beach,VA,USA,Norfolk city,1d514c08-1478-4a07-9202-ba291e462a02
80220,Male,45,E Fremont Dr,,married_present,graduate,stem_related,mexican,police_officer,Salum,Luis,,256,Denver,CO,USA,Arapahoe County,e76b0943-975c-4bd2-8b14-0507708a5f10
20602,Male,51,Washington Boulevard,,married_present,high_school,no_degree,black,police_officer,Byron,Alvin,Lipscomb,64,Waldorf,MD,USA,Charles County,2bafaf95-6775-4329-9079-bfae16b747a8
77382,Male,53,Morningbluff Dr,,married_present,bachelors,education,white,police_officer,Thompson,Barry,M,95,Spring,TX,USA,Montgomery County,3f07d0c6-bd8d-4578-ab19-4b553753f2ef
26542,Male,60,Riverside Drive,,married_present,high_school,no_degree,white,police_officer,Allen,Wade,Mavrakis,30,Masontown,WV,USA,Monongalia County,bc6ebb49-53b8-4525-8c70-f6d2d6c935a9
18062,Female,24,West Main Street,,never_married,high_school,no_degree,white,police_officer,Goldman,Hannelore,Delilah,99,Macungie,PA,USA,Berks County,c8224057-afff-4723-ac18-2625ed97e7d5
70001,Male,32,Oliva Rd,Ste K,married_present,some_college,no_degree,guatemalan,police_officer,Hamblen,Juan,J,267,Metairie,LA,USA,Jefferson Parish,8118dbf8-dc94-4f13-b8bf-983fda09113b
8003,Male,46,Elm Ridge Ave,,married_present,high_school,no_degree,white,police_officer,Mcmillen,Ronald,Thomas,142,Cherry Hill,NJ,USA,Camden County,ba0df81d-577d-41b6-9770-0ee50407e00d
85044,Male,30,Westerlake Dr,,never_married,some_college,no_degree,white,police_officer,Souther,Zachary,Templet,14,Phoenix,AZ,USA,Maricopa County,316431c2-00d6-4a4d-812d-5c727620b79e
80214,Male,49,W Fort St,,divorced,some_college,no_degree,white,police_officer,Mathews,Jacob,Laporte,2,Denver,CO,USA,Denver County,d33fabd6-0821-437d-92be-eadca0dfb33e
10567,Male,55,Buehler Rd,,married_present,less_than_9th,no_degree,white,police_officer,Wilson,Samuel,Spivey,181,Cortlandt Manor,NY,USA,Putnam County,4d06a9c5-5ce4-4ea1-bf26-e3c13f232663
53209,Male,51,Hamer Rd,,married_present,high_school,no_degree,white,police_officer,Mason,Hugh,,8,Milwaukee,WI,USA,Milwaukee County,df5d788d-29cb-4f59-8163-a5d8d47192d1
15026,Female,43,Buena Vista Ave,,married_present,graduate,business,white,police_officer,Goff,Carolyn,Ann,492,Clinton,PA,USA,Allegheny County,905c977a-87e4-4b53-b371-860733743b33
67213,Male,25,Ravenwood Ave,,never_married,high_school,no_degree,white,police_officer,Duncan,Christian,Michael,149,Wichita,KS,USA,Sedgwick County,49a5f8a9-c12f-476c-a18d-d8744f935bf2
94706,Male,50,Beach Dr,,married_present,graduate,stem,white,police_officer,Townsend,Jeffery,James,176,Albany,CA,USA,Alameda County,7e3b7d9b-82ab-4133-bc96-fed380959a7a
29512,Male,54,S Third St,,never_married,some_college,no_degree,black,police_officer,Powell,Carlos,,99,Bennettsville,SC,USA,Marlboro County,15b7e4ab-c134-40a1-b6ba-8095939eaf35
23504,Male,40,Citygreen Way,Apt B,never_married,high_school,no_degree,white,police_officer,Fraver,Jerry,Michael,154,Norfolk,VA,USA,Norfolk city,7695df57-09ae-4a2a-9c4c-28e2bcd1f9a1
21014,Male,32,Addison Road South,,never_married,high_school,no_degree,white,police_officer,Baines,John,B,70,Bel Air,MD,USA,Harford County,729e35b8-dedd-4486-8283-2392705d7eec
7876,Female,57,Willow Street,,married_present,bachelors,arts_humanities,white,police_officer,Walters,Jade,Ann,54,Succasunna,NJ,USA,Morris County,a34895ef-465b-42a6-99d3-4002967da7fc
64120,Male,27,K4 Hwy,,never_married,bachelors,business,white,police_officer,Steadman,James,Robert,551,Kansas City,MO,USA,Jackson County,05b6e996-69cd-4c4d-aeca-d0f28f5d3fcb
55912,Male,57,Co Rd 4 SE,,married_present,less_than_9th,no_degree,white,police_officer,Posner,Robert,Benjamin,2,Austin,MN,USA,Mower County,218d7710-43ae-4b73-bd4a-44992c1916df
37042,Male,30,Old Douglasville Rd,,married_present,some_college,no_degree,black,police_officer,Porter,Jerome,Lewis,101,Clarksville,TN,USA,Montgomery County,00a05dc9-d96d-48cf-ad8f-a9179df9b856
30157,Male,28,N O Henry Blvd,,never_married,high_school,no_degree,white,police_officer,Craft,Matthew,B,545,Dallas,GA,USA,Paulding County,d4df5e68-90be-450c-b794-5326d230d897
97330,Female,23,SE Shadow Brook Ct,,never_married,some_college,no_degree,black,police_officer,Wright,Sarah,Danielle,425,Corvallis,OR,USA,Benton County,a0d0e35d-ff86-4eac-a9cc-a429f3849386
68512,Male,46,Battle Creek Dr,#155,married_present,bachelors,arts_humanities,white,police_officer,Fahy,Glen,Charles,320,Lincoln,NE,USA,Lancaster County,2fb184ff-696b-498b-b129-15833ca60159
54701,Female,67,Elderberry Dr,,married_present,high_school,no_degree,white,police_officer,Poisson,Toni,E,863,Eau Claire,WI,USA,Eau Claire County,04e5f414-aa61-48ea-9f92-9ccca6c0365c
32073,Male,26,San Pablo Rd N,,never_married,bachelors,stem,white,police_officer,Wilson,Steven,Moody,96,Orange Park,FL,USA,Clay County,3ff1123d-0fb6-4505-85db-cfa4d7b06b7b
28704,Male,25,Charles St,,never_married,graduate,stem_related,white,police_officer,Sammons,Noah,L,27,Arden,NC,USA,Henderson County,c744d7ef-5ecd-4cef-ac23-96852c9e4fa4
15143,Male,49,Pleasant View Dr,,married_present,bachelors,arts_humanities,south asian,police_officer,Singh,Ramesh,Narasimhan,188,Sewickley,PA,USA,Allegheny County,75598706-6aa9-41f6-85d3-6f52067d7277
7055,Male,47,East Drumbed Road,,separated,less_than_9th,no_degree,white,police_officer,Alston,Michael,Bruce,101,Passaic,NJ,USA,Bergen County,6c426ed9-8c5a-4004-9211-cf2e91693f16
71037,Male,38,Shadows Ln,,married_present,associates,no_degree,white,police_officer,Lusk,Charles,Scott,349,Haughton,LA,USA,Bossier Parish,987397bf-1379-42dc-ba56-1ea01a8103c1
18078,Male,37,Rocky Ridge Rd,,married_present,bachelors,business,white,police_officer,Saunders,Paul,Clintonj,9,Schnecksville,PA,USA,Lehigh County,202e3bcf-34cd-4354-8316-180576d5c95a
55344,Male,56,Woodridge Rd,,married_present,bachelors,business,white,police_officer,Hubbard,Ernest,Alan,335,Eden Prairie,MN,USA,Hennepin County,9ca1485d-1e82-4a72-bc67-3e60632a2ca7
6043,Male,57,Pheasant Lane,,divorced,some_college,no_degree,black,police_officer,Sykes,Dorian,,331,Bolton,CT,USA,Hartford County,643e4943-f2e3-4515-8904-b2b4d08a6f7b
82930,Male,35,E Peterson Ln,,divorced,high_school,no_degree,white,police_officer,Luikart,John,Alexander,30,Evanston,WY,USA,Uinta County,8be3d9f7-d49b-4818-955a-5899c26a6977
60555,Male,33,Crossen Avenue,Dupl,never_married,associates,no_degree,white,police_officer,Pearman,Donald,Scott,116,Warrenville,IL,USA,DuPage County,7c382528-d222-4ec4-b7f2-1c41bfd15acc
37818,Male,24,Broad St,,never_married,associates,no_degree,white,police_officer,Smead,Steven,Dean,100,Mosheim,TN,USA,Greene County,f1cbaa88-6325-451a-92d4-ce82d97529ae
37345,Male,59,West Rochester Drive,,married_present,high_school,no_degree,white,police_officer,Ives,Jeffrey,M,120,Huntland,TN,USA,Franklin County,421a8846-85c3-4fbd-ab02-b9fc0421c99b
95008,Male,33,Linda Sue Ln,,married_present,bachelors,arts_humanities,south asian,police_officer,Patel,Girish,Darnell,462,Campbell,CA,USA,Santa Clara County,b64adce2-dda5-458f-8859-71845dfe67c1
77493,Male,25,Blueberry Ln,,never_married,bachelors,arts_humanities,east asian,police_officer,Feldschneider,Xuan,,23,Katy,TX,USA,Waller County,d8cea1b1-5b73-4261-844f-9af8e6c95bdd
57105,Male,64,Hillcrest Rd,,divorced,associates,no_degree,white,police_officer,Cheek,Michael,David,187,Sioux Falls,SD,USA,Minnehaha County,d7410e2f-047f-4ad0-8def-981d68b15247
602,Male,39,Canillas,3,divorced,associates,no_degree,puerto rican,police_officer,Nazario,Ramiro,,607,Aguada,PR,USA,Aguada Municipio,da22d0a7-8689-4af7-9baa-22301c352a95
55901,Male,27,74th Street,,never_married,bachelors,stem,white,police_officer,Marrero,Gerard,Nathanael,167,Rochester,MN,USA,Olmsted County,ada39954-6665-4aed-b1eb-df1dfa852e32
27520,Male,43,Dustin Dr NW,,married_present,some_college,no_degree,white,police_officer,Tawfik,Patrick,B,59,Clayton,NC,USA,Johnston County,17b3cdf8-9c87-47d4-9c43-7de1a644b954
26041,Male,54,Paul Truitt Ln,,married_present,associates,no_degree,white,police_officer,Ozaeta,Evan,Welsh,86,Moundsville,WV,USA,Ohio County,61baec20-c03f-403c-827b-b98591ad371d
24201,Male,31,Main At North Hills Street,,never_married,bachelors,arts_humanities,white,police_officer,Hallthomas,Timothy,Robert,167,Bristol,VA,USA,Bristol city,a51b3dd7-8a9d-4796-a7b0-86dea9421d77
62704,Male,32,Milton St,,married_present,bachelors,arts_humanities,white,police_officer,Zacks,Peterson,,286,Springfield,IL,USA,Sangamon County,97fe69ae-b2d9-4d62-a156-ab3276cd458b
63111,Male,60,S Crestway Ave,8,divorced,graduate,arts_humanities,cuban,police_officer,Rios,Juan,Rodolfo,78,Saint Louis,MO,USA,St. Louis city,1c28ed61-2a79-4ffe-80b3-e075ad0249b5
32931,Male,60,Montclair Ave S,,married_present,high_school,no_degree,white,police_officer,Thomas,Corey,Patrick,21,Cocoa Beach,FL,USA,Brevard County,b31ba68b-c35b-4109-97b0-d0a0d4bbc0a9
49444,Male,25,Teasdale Dr,,divorced,high_school,no_degree,white,police_officer,Tapley,Marvin,Steve,315,Muskegon,MI,USA,Muskegon County,f5fda39d-c501-47e2-96c9-4aeef5bd7f59
8757,Male,55,S 18th St,,divorced,bachelors,stem,white,police_officer,Pope,Tyler,Cole,44,Toms River,NJ,USA,Ocean County,375f6549-0a89-4607-97eb-3cad420b8153
11354,Male,39,Sperl Ct,,never_married,some_college,no_degree,white,police_officer,Merlini,Eugene,Patton,19,Flushing,NY,USA,Queens County,34594263-f80b-4112-bc7a-e35cee9248fb
92040,Female,34,Buckingham Drive,,married_present,high_school,no_degree,white,police_officer,Furr,Ruthann,E,560,Lakeside,CA,USA,San Diego County,8ce046be-02ec-4fd7-92ab-ecf3e92c1479
85704,Male,63,Round Rock Way,,married_present,graduate,arts_humanities,southeast asian,police_officer,Hernandez,Orlando,Miguel,82,Tucson,AZ,USA,Pima County,8a7baf0c-c7d6-4774-83b0-3d179b2be4d8
35950,Male,23,Mary'S Pl,,never_married,some_college,no_degree,white,police_officer,Holland,James,Lee,371,Albertville,AL,USA,Marshall County,eafbc945-010a-4753-9c67-c023c2208b52
14546,Male,21,Orangewood Ln,,never_married,associates,no_degree,white,police_officer,Destgermain,Mark,Brandon,101,Scottsville,NY,USA,Livingston County,115d374a-3c1e-488f-811f-f1b9772e587b
62034,Male,63,Glenway Street,,married_present,high_school,no_degree,white,police_officer,Still,Zachary,Gardner,82,Glen Carbon,IL,USA,Madison County,cb172d39-ae03-4858-a1cf-b426effdd3de
21117,Male,56,West Dr,,divorced,graduate,education,black,police_officer,Jackson,Deshaun,L,218,Owings Mills,MD,USA,Baltimore County,5918fa27-e8e0-4dbb-8d6c-2c1faef6f439
75115,Male,23,West Missouri Avenue,,never_married,some_college,no_degree,black,police_officer,Reine,Anthony,L,39,Desoto,TX,USA,Dallas County,08f49f8d-19a8-4034-a10b-f3ec554fe170
15137,Female,73,Grove Avenue,,divorced,9th_12th_no_diploma,no_degree,white,police_officer,Treinen,Caitlin,Ann,197,North Versailles,PA,USA,Westmoreland County,63864067-0a5e-4480-ac73-7d5f39aa9d0b
94539,Male,58,Petaluma Hill Rd,,married_present,bachelors,stem,southeast asian,police_officer,Hordatt,Cornelio,Nguyen,254,Fremont,CA,USA,Alameda County,845b572f-7083-422f-bbba-ad5f21847c34
80020,Female,31,S Lowell Blvd,,never_married,bachelors,education,white,police_officer,Collings,Jennifer,A,51,Broomfield,CO,USA,Jefferson County,f2298490-c061-47fb-a981-257a29c45e3d
4736,Male,23,Mill River Great Barrington Road,,never_married,some_college,no_degree,white,police_officer,Sisley,Dennis,Dickenson,32,Caribou,ME,USA,Aroostook County,900c7536-4202-4540-9e2a-4f539d863a19
76104,Male,65,Emory Tree Dr,Apt 421,widowed,high_school,no_degree,mexican,police_officer,Flores,Luis,L,117,Fort Worth,TX,USA,Tarrant County,45d219f5-5f35-4ede-9e67-840d4cb2d6d0
66216,Male,49,Baker Farm Cir,522,married_present,some_college,no_degree,white,police_officer,Stackpole,William,Naquin,477,Shawnee,KS,USA,Johnson County,9f9cc5a3-3287-48b3-b99d-098b2a7dcbb4
85016,Male,32,Prairie Ave,,married_present,high_school,no_degree,white,police_officer,Shafer,James,H,31,Phoenix,AZ,USA,Maricopa County,1f086ae0-255f-47c0-8922-32d0db9eb4ee
43521,Male,35,Co Rd 13,,married_present,associates,no_degree,white,police_officer,Swartzbaugh,Juan,Marcus,78,Fayette,OH,USA,Fulton County,082241d0-26b5-4790-8348-f5192626d10d
43230,Female,43,Beland,,divorced,graduate,arts_humanities,black,police_officer,Reynolds,Audri,Renee,257,Columbus,OH,USA,Franklin County,99ac2349-f825-434a-b928-92b9309a8e33
17044,Male,25,Spinning Wheel Ln,,married_present,high_school,no_degree,white,police_officer,Lee,Adrian,Clark,162,Lewistown,PA,USA,Mifflin County,422f71f5-ad64-4ec6-9f74-4cbd93692048
7849,Male,37,Eden Dr,,married_present,bachelors,stem,white,police_officer,Stone,Michael,Edward,487,Lake Hopatcong,NJ,USA,Sussex County,95580b21-2098-4d5b-b7ad-507a8b0016d7
91745,Male,60,Richman Knl,Ste 670,married_present,graduate,stem,southeast asian,police_officer,Vongkaysone,Phong,Van,13,Hacienda Heights,CA,USA,Los Angeles County,768a4e22-8abe-4bf2-b88a-92546037c541
80920,Male,39,Kohl St,Apt D206,married_present,bachelors,arts_humanities,white,police_officer,Hunt,James,,136,Colorado Springs,CO,USA,El Paso County,6bdf8209-96a1-4058-89db-25fa44896f54
976,Male,60,Cataratas,Arterial Hostos,married_present,bachelors,education,puerto rican,police_officer,Garcia,Daniel,,80,Trujillo Alto,PR,USA,Bayamon Municipio,2b27af44-7ab7-40d2-b61e-06a9b854070e
70043,Male,37,Nicholls Melancon Rd,,divorced,some_college,no_degree,white,police_officer,Scott,Alfred,Earl,55,Chalmette,LA,USA,St. Bernard Parish,8ac5574c-9a79-434b-92dd-1899cfe1aff6
27520,Male,53,Mistwood Pl,,divorced,high_school,no_degree,white,police_officer,Peer,Christopher,Scrivener,31,Clayton,NC,USA,Johnston County,977f0f78-d5ff-49f4-bf21-19a72a1b48b2
79108,Male,52,Brentwick Cir,,never_married,bachelors,stem_related,white,police_officer,Standridge,David,,215,Amarillo,TX,USA,Potter County,41e76b3a-ee12-4bc6-9139-0777079f5cb6
60804,Male,53,Arcadia Street,,married_present,9th_12th_no_diploma,no_degree,mexican,police_officer,Valdez,Victor,Karo,93,Cicero,IL,USA,Cook County,eb67bcb0-106b-4f16-8506-1782a4b0897e
28103,Male,67,Dog Days Ln,,divorced,less_than_9th,no_degree,white,police_officer,Greenberg,John,Matthew,45,Marshville,NC,USA,Anson County,02c942ad-095f-4ba9-b5f7-d0f494851563
20706,Female,42,Elinor Ave,Apt 151784,never_married,associates,no_degree,puerto rican,police_officer,Cintronlopez,Cristina,,446,Lanham,MD,USA,Prince George's County,f4173797-fdb7-4abc-aef7-1b66f0df56e4
97034,Male,51,9th Avenue West,,married_present,associates,no_degree,white,police_officer,Barker,David,Goodson,272,Lake Oswego,OR,USA,Multnomah County,370f532f-bd28-4700-a8ef-b0de56e798f0
94589,Female,32,Poppy Ln,,married_present,graduate,arts_humanities,black,police_officer,Jenkins,Briana,Bernadette,167,Vallejo,CA,USA,Solano County,39eda07d-9222-44fe-9d0a-697c0822e0e0
33324,Male,30,Guadi Pt,,married_present,bachelors,business,colombian,police_officer,Diaz,Richard,,256,Fort Lauderdale,FL,USA,Broward County,d7f5c776-43bc-4034-bbc4-7b2523febae6
10594,Male,50,Tibbett Ave,,married_present,some_college,no_degree,venezuelan,police_officer,Diaz,Amitkumar,,109,Thornwood,NY,USA,Westchester County,314858a6-0a9d-49ed-b603-448eca52d898
55987,Male,61,State Ave N,,married_present,bachelors,business,white,police_officer,Tate,Craig,Keith,195,Winona,MN,USA,Winona County,54ce6437-7181-4982-8409-c85f844a5c1c
17315,Male,21,Bedford St,,never_married,high_school,no_degree,white,police_officer,Mutter,Jesse,M,504,Dover,PA,USA,York County,32b9ae50-f21c-4e7b-a3d4-fb0fcb251b96
44144,Male,61,W Mitchell St,,divorced,high_school,no_degree,white,police_officer,Blau,Jacob,James,94,Cleveland,OH,USA,Cuyahoga County,75e3707d-e2a8-43b4-b502-87e898b89322
90810,Male,38,Avenida Juarez,,married_present,less_than_9th,no_degree,white,police_officer,Scherer,Douglas,Rome,41,Long Beach,CA,USA,Los Angeles County,c0d8f6a6-1892-4498-9a9b-f8ee98854d0b
778,Female,20,Lucerne Vista,28,never_married,9th_12th_no_diploma,no_degree,puerto rican,police_officer,Zenteno,Chantel,,272,Gurabo,PR,USA,San Lorenzo Municipio,9a6813ad-deb6-44d1-86ee-7d3fd5b36de9
17325,Male,40,Monroe Pl,,married_present,high_school,no_degree,white,police_officer,Edwards,Michael,M,38,Gettysburg,PA,USA,Adams County,b0f7aeeb-f905-40c4-ad04-7932b2abaa3d
1054,Male,69,S Salem Rd,L-219,never_married,associates,no_degree,white,police_officer,Mason,Jesse,Turner,523,Leverett,MA,USA,Franklin County,272fa118-0f1a-4a3b-97a3-d0666005199a
33177,Male,24,Braganza Ave SE,,never_married,associates,no_degree,hispanic or latino other,police_officer,Arbois,Juan,,447,Miami,FL,USA,Miami-Dade County,40964287-f736-492f-815b-d7b2dbc7862c
20181,Male,39,Eastbury,,married_present,bachelors,arts_humanities,black,police_officer,Merkerson,Wendell,,675,Nokesville,VA,USA,Fauquier County,e51c7b36-cfcd-4d49-b833-fd49f4bfc677
97303,Male,30,Meridian St,,married_present,some_college,no_degree,spanish american,police_officer,Mattos,Jose,,282,Salem,OR,USA,Marion County,00736faf-f632-4d31-81e2-3d60ed8f0004
1906,Male,60,Garland Av,,married_present,high_school,no_degree,white,police_officer,Farley,Roddy,John,45,Saugus,MA,USA,Middlesex County,0fd4f651-0af2-4945-9ed8-9c74e982729c
85260,Male,60,West Coriander Drive,,married_present,bachelors,arts_humanities,white,police_officer,Smith,Randy,Salvador,321,Scottsdale,AZ,USA,Maricopa County,ef42a640-420d-41fc-98e1-641a8551ad43
33612,Male,31,NW 27th Ave,,never_married,9th_12th_no_diploma,no_degree,colombian,police_officer,Phinney,Macbeth,,108,Tampa,FL,USA,Hillsborough County,066b6ee9-1cdb-4268-9433-47a23ed017c6
7105,Male,41,SR 292 E,,married_present,high_school,no_degree,black,police_officer,Renter,Dawit,Kent,71,Newark,NJ,USA,Essex County,fab29c9b-6c3b-4f5a-a92f-a0096c1ae931
75224,Male,40,Balsam Fir Ln,,divorced,high_school,no_degree,white,police_officer,Kossina,Eric,Clark,39,Dallas,TX,USA,Dallas County,138a3718-8455-43c7-bf30-bcac17a541a5
55811,Female,28,Thomas Ave,,never_married,some_college,no_degree,white,police_officer,Kitchens,Auburn,,170,Duluth,MN,USA,St. Louis County,15f84cc6-9892-4fc0-80b7-639edd11c83f
60133,Male,63,Lisa Ct,,married_present,bachelors,business,white,police_officer,Kortte,Eslam,Elliot,20,Hanover Park,IL,USA,Cook County,e0bb1e35-aaee-4aab-9c6f-11a815e77018
10926,Male,61,Wards Point Ave,,widowed,less_than_9th,no_degree,white,police_officer,Little,Martin,Lawrence,113,Harriman,NY,USA,Orange County,6b9e32f1-da9c-4677-b086-89bc7bfa3c3b
37043,Female,59,Beach Blvd,J,married_present,high_school,no_degree,white,police_officer,Watts,Ashly,Taylor,40,Clarksville,TN,USA,Montgomery County,dce05f86-00c4-47a5-91c9-c65ce7e5547d
92831,Male,58,Kingsgate Dr,,married_present,high_school,no_degree,white,police_officer,Cantrell,George,J,23,Fullerton,CA,USA,Orange County,9915716f-940a-48b5-b210-16a2dd33ca6a
78224,Male,32,South Caton Avenue,Unit 2/3,never_married,high_school,no_degree,mexican,police_officer,Perez,Jose,Domingo,374,San Antonio,TX,USA,Bexar County,ee5d5d3c-13e7-43e4-9547-982c9a6cf55a
49629,Female,64,Guest Rd,17,married_present,bachelors,business,white,police_officer,Berry,Madisen,Lynn,757,Elk Rapids,MI,USA,Antrim County,90884d38-31c1-4bfc-a83e-5d1a2727c9c6
32244,Male,26,S Ocean Dr,,never_married,bachelors,stem,white,police_officer,Crince,Dale,Delos,209,Jacksonville,FL,USA,Duval County,9618e58c-e2ce-4112-a717-caa2e5d3fdc0
7030,Male,19,Hidden Hill Ln,,never_married,some_college,no_degree,south asian,police_officer,Naidu,Rajnikant,Mahmoud,205,Hoboken,NJ,USA,Hudson County,6628096a-5ad9-474f-8258-f2608fae659f
91770,Female,33,Tortola Rd,,never_married,some_college,no_degree,southeast asian,police_officer,Duong,Phuong,,93,Rosemead,CA,USA,Los Angeles County,d19171d6-496d-4773-926d-0b206309e553
41075,Male,22,Broad Leaf Court,,never_married,high_school,no_degree,ecuadorian,police_officer,Sainz,Mitchell,J,18,Fort Thomas,KY,USA,Campbell County,816c001f-abc9-43b7-a1c5-e8e3d27826b8
10314,Male,48,Woods Rd,,married_present,bachelors,education,white,police_officer,Miltz,Matthew,Eugene,465,Staten Island,NY,USA,Richmond County,d80374c8-17b8-4f1c-bf0a-f5a25f1f8d7f
44125,Female,59,Somerset Ave,,married_present,some_college,no_degree,black,police_officer,Potts,Courtney,,368,Cleveland,OH,USA,Cuyahoga County,9219c9e7-52a9-41f2-b77a-28c4684a9f57
63390,Male,46,N Wood Ct,,never_married,high_school,no_degree,mexican,police_officer,Garcia,Samuel,Luis,103,Wright City,MO,USA,Lincoln County,23356d79-02b3-4953-abc8-d1ddda3aba65
92553,Male,31,E 1st St,,married_present,high_school,no_degree,mexican,police_officer,Melendez,Carlos,,459,Moreno Valley,CA,USA,Riverside County,64d4c9e6-960c-4357-91c8-3c9a1861fbb3
80234,Female,22,N 119th St,,never_married,high_school,no_degree,southeast asian,police_officer,Nguyen,Hue,Thi,125,Denver,CO,USA,Broomfield County,cfe59f82-05ae-44d6-b5c4-09c45e4219a5
85281,Male,28,Windover Ct,,never_married,some_college,no_degree,white,police_officer,Bird,Perry,M,89,Tempe,AZ,USA,Maricopa County,a8729f96-a6bc-469d-b570-0c30dadde1ec
60632,Male,35,East 75th Street,,married_present,bachelors,arts_humanities,black,police_officer,Reed,Charles,Michael,63,Chicago,IL,USA,Cook County,71f202a0-a41f-4f77-8e16-46bd9dc61b03
